antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Gurgaon'}),frozenset({'Above_2Cr'}),0.03484320557491289,0.289198606271777,0.03484320557491289,1.0,3.4578313253012047,1.0,0.02476659908460707,inf,0.7364620938628159,0.12048192771084336,1.0,0.5602409638554217
"frozenset({'Mumbai', '1BHK'})",frozenset({'Under_50L'}),0.0313588850174216,0.2578397212543554,0.027874564459930314,0.888888888888889,3.447447447447448,1.0,0.019788998288190945,6.679442508710805,0.7329136690647481,0.10666666666666666,0.8502869066249349,0.49849849849849853
frozenset({'3 BHK Apartment'}),frozenset({'3BHK'}),0.03484320557491289,0.2926829268292683,0.03484320557491289,1.0,3.416666666666667,1.0,0.02464519418713351,inf,0.7328519855595669,0.11904761904761905,1.0,0.5595238095238095
frozenset({'3 BHK Flat'}),frozenset({'3BHK'}),0.059233449477351915,0.2926829268292683,0.059233449477351915,1.0,3.416666666666667,1.0,0.04189683011812696,inf,0.7518518518518518,0.20238095238095238,1.0,0.6011904761904762
"frozenset({'3, 4 BHK Apartment'})",frozenset({'3BHK'}),0.06620209059233449,0.2926829268292683,0.06620209059233449,1.0,3.416666666666667,1.0,0.04682586895555367,inf,0.7574626865671643,0.2261904761904762,1.0,0.6130952380952381
"frozenset({'Above_2Cr', '3, 4 BHK Apartment'})",frozenset({'3BHK'}),0.03832752613240418,0.2926829268292683,0.03832752613240418,1.0,3.416666666666667,1.0,0.02710971360584686,inf,0.7355072463768118,0.13095238095238096,1.0,0.5654761904761905
"frozenset({'50L_1Cr', '3 BHK Flat'})",frozenset({'3BHK'}),0.020905923344947737,0.2926829268292683,0.020905923344947737,1.0,3.416666666666667,1.0,0.014787116512280107,inf,0.7224199288256229,0.07142857142857144,1.0,0.5357142857142857
"frozenset({'1Cr_2Cr', '3 BHK Flat'})",frozenset({'3BHK'}),0.024390243902439025,0.2926829268292683,0.024390243902439025,1.0,3.416666666666667,1.0,0.017251635930993457,inf,0.725,0.08333333333333334,1.0,0.5416666666666666
"frozenset({'Mumbai', 'Apartment'})",frozenset({'Above_2Cr'}),0.027874564459930314,0.289198606271777,0.024390243902439025,0.875,3.0256024096385543,1.0,0.01632895871019437,5.686411149825783,0.68868407578085,0.08333333333333334,0.8241421568627451,0.47966867469879515
"frozenset({'Chennai', '0BHK'})",frozenset({'Under_50L'}),0.0313588850174216,0.2578397212543554,0.024390243902439025,0.7777777777777778,3.016516516516517,1.0,0.016304677730699657,3.339721254355401,0.6901336073997945,0.09210526315789475,0.7005738132498696,0.4361861861861862
"frozenset({'Above_2Cr', 'Apartment'})",frozenset({'2BHK'}),0.0313588850174216,0.2613240418118467,0.024390243902439025,0.7777777777777778,2.976296296296296,1.0,0.01619541332297345,3.3240418118466897,0.6855087358684481,0.09090909090909091,0.6991614255765201,0.4355555555555556
"frozenset({'2BHK', '2, 3 BHK Apartment'})",frozenset({'50L_1Cr'}),0.07317073170731707,0.24041811846689895,0.05226480836236934,0.7142857142857143,2.9710144927536235,1.0,0.034673238718449906,2.658536585365854,0.7157894736842105,0.20000000000000004,0.6238532110091743,0.4658385093167702
"frozenset({'2, 3 BHK Apartment'})",frozenset({'50L_1Cr'}),0.07317073170731707,0.24041811846689895,0.05226480836236934,0.7142857142857143,2.9710144927536235,1.0,0.034673238718449906,2.658536585365854,0.7157894736842105,0.20000000000000004,0.6238532110091743,0.4658385093167702
"frozenset({'Kakinada', 'House'})",frozenset({'Above_2Cr'}),0.024390243902439025,0.289198606271777,0.020905923344947737,0.8571428571428572,2.963855421686747,1.0,0.013852298801733663,4.975609756097563,0.6791666666666667,0.07142857142857142,0.7990196078431373,0.4647160068846816
"frozenset({'Kakinada', '5BHK'})",frozenset({'Above_2Cr'}),0.024390243902439025,0.289198606271777,0.020905923344947737,0.8571428571428572,2.963855421686747,1.0,0.013852298801733663,4.975609756097563,0.6791666666666667,0.07142857142857142,0.7990196078431373,0.4647160068846816
"frozenset({'Chennai', 'Land'})",frozenset({'Under_50L'}),0.027874564459930314,0.2578397212543554,0.020905923344947737,0.7500000000000001,2.908783783783784,1.0,0.013718753414512744,2.9686411149825798,0.6750298685782558,0.07894736842105264,0.6631455399061035,0.41554054054054057
"frozenset({'Chennai', 'Land', '0BHK'})",frozenset({'Under_50L'}),0.027874564459930314,0.2578397212543554,0.020905923344947737,0.7500000000000001,2.908783783783784,1.0,0.013718753414512744,2.9686411149825798,0.6750298685782558,0.07894736842105264,0.6631455399061035,0.41554054054054057
"frozenset({'Kakinada', 'Flat'})",frozenset({'50L_1Cr'}),0.0313588850174216,0.24041811846689895,0.020905923344947737,0.6666666666666667,2.772946859903382,1.0,0.013366679211839406,2.2787456445993035,0.6600719424460432,0.08333333333333334,0.5611620795107034,0.3768115942028986
frozenset({'Jaipur'}),frozenset({'3BHK'}),0.03484320557491289,0.2926829268292683,0.027874564459930314,0.8,2.733333333333334,1.0,0.017676553072150932,3.536585365853659,0.6570397111913358,0.0930232558139535,0.7172413793103449,0.44761904761904764
frozenset({'1BHK'}),frozenset({'Under_50L'}),0.04529616724738676,0.2578397212543554,0.0313588850174216,0.6923076923076923,2.685031185031185,1.0,0.019679733880464737,2.412020905923345,0.6573398215733982,0.11538461538461539,0.5854098952690502,0.40696465696465695
frozenset({'Bangalore'}),frozenset({'2BHK'}),0.03484320557491289,0.2613240418118467,0.024390243902439025,0.7000000000000001,2.6786666666666665,1.0,0.01528487659192172,2.4622531939605112,0.6493037648272306,0.08974358974358974,0.5938679245283021,0.3966666666666667
frozenset({'Flat'}),frozenset({'50L_1Cr'}),0.03832752613240418,0.24041811846689895,0.024390243902439025,0.6363636363636365,2.6469038208168647,1.0,0.015175612184195513,2.0888501742160286,0.6469979296066254,0.09589041095890413,0.5212677231025856,0.36890645586297766
frozenset({'House'}),frozenset({'Above_2Cr'}),0.027874564459930314,0.289198606271777,0.020905923344947737,0.7500000000000001,2.593373493975904,1.0,0.012844638152703081,2.843205574912893,0.6320191158900836,0.07058823529411765,0.6482843137254904,0.4111445783132531
frozenset({'Kochi'}),frozenset({'50L_1Cr'}),0.03484320557491289,0.24041811846689895,0.020905923344947737,0.6000000000000001,2.4956521739130437,1.0,0.012528985419271816,1.898954703832753,0.6209386281588449,0.0821917808219178,0.4733944954128441,0.3434782608695653
"frozenset({'Kakinada', '3BHK'})",frozenset({'50L_1Cr'}),0.03484320557491289,0.24041811846689895,0.020905923344947737,0.6000000000000001,2.4956521739130437,1.0,0.012528985419271816,1.898954703832753,0.6209386281588449,0.0821917808219178,0.4733944954128441,0.3434782608695653
"frozenset({'Above_2Cr', 'Noida'})",frozenset({'3BHK'}),0.03832752613240418,0.2926829268292683,0.027874564459930314,0.7272727272727273,2.484848484848485,1.0,0.016656751933372994,2.59349593495935,0.621376811594203,0.09195402298850575,0.6144200626959249,0.41125541125541126
"frozenset({'Land', '0BHK'})",frozenset({'Under_50L'}),0.05574912891986063,0.2578397212543554,0.03484320557491289,0.625,2.4239864864864864,1.0,0.020468865714042904,1.9790940766550522,0.622140221402214,0.125,0.49471830985915494,0.38006756756756754
frozenset({'Land'}),frozenset({'Under_50L'}),0.05574912891986063,0.2578397212543554,0.03484320557491289,0.625,2.4239864864864864,1.0,0.020468865714042904,1.9790940766550522,0.622140221402214,0.125,0.49471830985915494,0.38006756756756754
frozenset({'5BHK'}),frozenset({'Above_2Cr'}),0.03484320557491289,0.289198606271777,0.024390243902439025,0.7000000000000001,2.4204819277108434,1.0,0.014313637412133207,2.369337979094077,0.6080453842186695,0.08139534883720931,0.5779411764705884,0.39216867469879524
frozenset({'Apartment'}),frozenset({'2BHK'}),0.07317073170731707,0.2613240418118467,0.04529616724738676,0.6190476190476191,2.368888888888889,1.0,0.026174895895300417,1.9390243902439024,0.6234817813765182,0.1566265060240964,0.4842767295597485,0.3961904761904762
frozenset({'4BHK'}),frozenset({'Above_2Cr'}),0.08710801393728224,0.289198606271777,0.059233449477351915,0.6799999999999999,2.351325301204819,1.0,0.034041933251587365,2.221254355400696,0.629546475078581,0.18681318681318682,0.5498039215686275,0.44240963855421683
frozenset({'Coimbatore'}),frozenset({'Under_50L'}),0.03484320557491289,0.2578397212543554,0.020905923344947737,0.6000000000000001,2.3270270270270275,1.0,0.011921960931903995,1.855400696864112,0.5908543922984357,0.07692307692307693,0.4610328638497654,0.3405405405405406
frozenset({'Jalpaiguri'}),frozenset({'0BHK'}),0.03484320557491289,0.2578397212543554,0.020905923344947737,0.6000000000000001,2.3270270270270275,1.0,0.011921960931903995,1.855400696864112,0.5908543922984357,0.07692307692307693,0.4610328638497654,0.3405405405405406
frozenset({'Bhubaneswar'}),frozenset({'2BHK'}),0.03484320557491289,0.2613240418118467,0.020905923344947737,0.6000000000000001,2.2960000000000003,1.0,0.011800556034430431,1.8466898954703834,0.5848375451263539,0.0759493670886076,0.45849056603773597,0.34
"frozenset({'Noida', '3BHK'})",frozenset({'Above_2Cr'}),0.04529616724738676,0.289198606271777,0.027874564459930314,0.6153846153846153,2.1278962001853565,1.0,0.014774976022532747,1.8480836236933793,0.5552007299270072,0.0909090909090909,0.45889894419306176,0.355885078776645
frozenset({'Delhi'}),frozenset({'Above_2Cr'}),0.03484320557491289,0.289198606271777,0.020905923344947737,0.6000000000000001,2.074698795180723,1.0,0.010829316854641918,1.7770034843205578,0.5367027677496993,0.06896551724137931,0.4372549019607845,0.33614457831325306
frozenset({'Noida'}),frozenset({'3BHK'}),0.07665505226480836,0.2926829268292683,0.04529616724738676,0.5909090909090909,2.018939393939394,1.0,0.022860542194272124,1.7289972899728998,0.5465892597968071,0.13978494623655918,0.42163009404388724,0.37283549783549785
"frozenset({'3, 4 BHK Apartment'})",frozenset({'Above_2Cr'}),0.06620209059233449,0.289198606271777,0.03832752613240418,0.5789473684210527,2.001902346227013,1.0,0.01918197380082312,1.6881533101045296,0.5359565807327,0.12087912087912087,0.4076367389060888,0.3557387444514902
"frozenset({'3, 4 BHK Apartment', '3BHK'})",frozenset({'Above_2Cr'}),0.06620209059233449,0.289198606271777,0.03832752613240418,0.5789473684210527,2.001902346227013,1.0,0.01918197380082312,1.6881533101045296,0.5359565807327,0.12087912087912087,0.4076367389060888,0.3557387444514902
"frozenset({'Kakinada', '50L_1Cr'})",frozenset({'3BHK'}),0.03832752613240418,0.2926829268292683,0.020905923344947737,0.5454545454545455,1.863636363636364,1.0,0.009688110818390418,1.5560975609756098,0.4818840579710147,0.06741573033707865,0.35736677115987475,0.30844155844155846
"frozenset({'2BHK', 'Apartment'})",frozenset({'Above_2Cr'}),0.04529616724738676,0.289198606271777,0.024390243902439025,0.5384615384615384,1.861909175162187,1.0,0.011290655465041459,1.5400696864111496,0.48488008342022937,0.07865168539325842,0.3506787330316742,0.3113994439295644
frozenset({'Noida'}),frozenset({'Above_2Cr'}),0.07665505226480836,0.289198606271777,0.03832752613240418,0.5,1.7289156626506024,1.0,0.01615899185373138,1.4216027874564459,0.45660377358490567,0.11702127659574468,0.2965686274509804,0.31626506024096385
